rank	run_id	checkpoint	checkpoint_exists	checkpoint_size_bytes	checkpoint_sha256	config_exists	config_sha256	metrics_exists	metrics_sha256	best_step	full_mse	pearson
124	rna_seq11_phase2_head_screen_1000_dilatedconv3_h256_d2_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_dilatedconv3_h256_d2_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	3949901	820e782b09d65eadcbf27197a8935d4dc80cf4caab453aa42883fa6f5939e730	True	abbf88879793e8f2b16bb7f923e02637060f1e32df276a04d577aa0fd08ecc9c	True	0eb004e9b47bbfba320e3a457c2896bacb50a9f7c9c3170c27f4bee530b706a6	1000	0.95791135	0.63698009
125	rna_seq11_phase2_head_screen_1000_residualconv3_h512_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h512_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	9468953	28d09a7b4735c1301aa84702dfcf4c0b93457a5fc52f0b2a6d5e2ef4923ffad1	True	1847464ca7015c509f7c3dd6494bb62595155fd9c1cad343a57cfa2e01e18565	True	2707622b248435b0bf83ef4d478a20c2ba972a92eddf6be46ec0f9281dfb8919	1000	0.95821054	0.63979693
126	rna_seq11_phase2_head_screen_1000_residualconv3_h128_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h128_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	1781273	a20b65e62cd5edad600fc39e1c47303fd37bb3e8728c54a910fac4ea9e7db65a	True	9fda2eaaeb9dadee70e0dbd2d5493e4bb40d9522f096b1765e54545139b6c2af	True	c2a5fed39f5a3ed2738cfd261686f4c0dde09879b32d1baec034e683327e7006	1000	0.96308048	0.63559421
127	rna_seq11_phase2_head_screen_1000_residualconv3_h256_rs0.1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h256_rs0.1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	3950617	7781aedb9617dd1c7d93498c6a926d3e81232df94940a6c18f517f9d90234bbf	True	61854ce3f7b650287ae0f8f908fb07ff2028ae478e4529999235ff7433df79e0	True	7841f88848429f17c1a41e70bf275a688691c81809f336c7a1035d20a94aa560	1000	0.96411668	0.63440753
128	rna_seq11_phase2_head_screen_1000_conv7_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_conv7_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	4998477	907e4395543c63a8d443eba8e19e8077fbf9352ffee639babc65c382e4842ff4	True	37d81a295a04fc8470c97a18aeb238aa871ff34e8c02a266d9232aed3197100f	True	77aa81db7e59359db84ef0c10f29256ba40856f78e91d873b69283b8e6c82971	750	0.96728288	0.63218421
129	rna_seq11_phase2_head_screen_1000_residualconv3_h128_rs0.1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h128_rs0.1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	1781273	13607344358334f2c61591a10c08b89adfb830c24099ada125075217773e745a	True	18939b862ffa20de80fac13464b8f3affd99cd6ef44f089965ff45e977764362	True	c30ecb0b8d8b38b0545453e707fe3640e6f708786b7097863499ece785440083	1000	0.96872745	0.63188731
130	rna_seq11_sweep_head1000_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_head1000_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	3950489	ec9534acbf65c478f98cba55099f4702f41f874025fd85bc80b33ce920c8bd9f	True	82da494157d5a199320e52a0d8fce303aae172907fc7d5b24e1559ae0f3a1655	True	dc74e284131945176cb591dd4171eeb50e153a7aff7c0a06dd47c36cf9c6aae0		0.97333331	0.6350814
131	rna_seq11_phase2_head_screen_1000_residualconv3_h256_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h256_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	3950617	2288e5628885efa2fa873364ea62cafc4fea2f3e0e3cd235c3b121e4937ef8f5	True	738c88a7f3b7f0cdc55e9d01b6fb5a31d15e2b73874b74114728dc94c79e5483	True	01cdf271b7e43c46ecc129dc97f88e7cfc9adf07c709bcbd1607c16ab87a5275	1000	0.97341678	0.63480383
132	rna_seq11_phase2_head_screen_1000_dilatedconv3_h256_d4_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_dilatedconv3_h256_d4_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	3949901	6de427ff9848fad6707cf79588fee456947aac1309f0f66373622c3c5f702cb8	True	b47394b28116a8a579961ebee865d98bf841ed5b3b117828bc1c0e89c3a094c7	True	6dd7bbd4fe345e1487df81612e6b039fcba9ea3c5171517eea13a23135ce6f63	1000	0.97346293	0.62874121
133	rna_seq11_sweep_head1000_conv3_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_head1000_conv3_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	3949773	7c9e0e8ed1a9863fe2732ab61562c9997bf61f900264445ce2094eb9db741ec8	True	6e769bfd1d8b802a87539aa838aa1a6a73ce55f2701cf4294173568dee5fefeb	True	d79a6098b927924b6f7d3876648431c4f2fe4d86b9a41a8f2abc2950d10f053d		0.97526538	0.62818841
134	rna_seq11_phase2_head_screen_1000_residualconv3_h256_rs0.01_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h256_rs0.01_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	3950617	86a9c51941c13eeaf45da3ae8d20d7339e7d1bd9901ae18c47805c6256709d84	True	2d3633279229f8f98e1991b0c9cb241b823dd7d1ae1c9159b54075d12510b632	True	2fb67e87d263a9391c1c8fbdb591c8bec0a7a5ccfc3859d2f166351e68c366cf	1000	0.9801782	0.62568179
135	rna_seq11_phase2_head_screen_1000_residualconv3_h512_rs0.01_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h512_rs0.01_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	9468953	287c0c61acf0aff42f24ea0f8c23c006050165411f8c96f13a3532139c34e688	True	8956028ddf5b16898a4d1495ffe69869800b7f8dae960852bb9db84ffa7476fc	True	bfff0eedc422b880820bcc429d8d4ad4cd504cc08ad4f6543a284312afa194ca	1000	0.98036703	0.62933759
136	rna_seq11_sweep_bin1000_conv3_bin128_mse_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_bin1000_conv3_bin128_mse_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	3949773	c0c760e3cde7ffe714715980cba596027c17f126eba268d8b519076e0217b4b1	True	0926c7e811230d8291211755f9de0d6bc101d066fc781d4b6d7099b0e7e3cab1	True	e53efc0596d56bd4723d3003e5a1f822c27853b2ffa46e290919d13222591884		0.98061196	0.63638131
137	rna_seq11_phase2_head_screen_1000_residualconv3_h128_rs0.01_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h128_rs0.01_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	1781273	d7aa637570c277d9881b1c1a7062ba251551eed9ab5b1f14083a90495f62375b	True	ac6b34f220346919879fc4a9c69f4f950aaa3995359c9ddaf8ed01b85650c82d	True	e5118290562fe4fb32372be4aa1c299c45847ee96887ddfeba40e4d753772cb1	1000	0.98272526	0.62546133
138	rna_seq11_sweep_bin1000_mlp1x1_bin128_mse_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_bin1000_mlp1x1_bin128_mse_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	3161729	0338e10140922bb796059dbda95d1af1e963efd0ce7d973e88bc953c1453ee58	True	e68e65f498e63f22ba742ab5e11961e5fb716eb53a4bc79e8079df806af07940	True	38dc75639604205b14e6fbfade532771d753e099ec11dc43377620ae3f714d27		0.99239391	0.62243136
139	rna_seq11_sweep_head1000_mlp1x1_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_head1000_mlp1x1_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	3161729	b7eb58a9f18b112638a6f6072c99e29610dca21e4d8adf9e27d60a2e79da23f2	True	5c3198f3c86a46f6e6037886d8a5ef68b83668aa617602566f342611d2d213ce	True	4d2c10f9b7e22c9a5576790980a05590348b111622f6ab6e0a1400679c1bb7ed		1.0043897	0.62063761
140	rna_seq11_1bpA_gate_20260526_conv5_bn64_h64_hybrid_lr1e-3_seed20260526_1000steps	runs/rna_seq11_1bpA_gate_20260526_conv5_bn64_h64_hybrid_lr1e-3_seed20260526_1000steps/adapter_head_best.pt	True	500185	a0eebe0dc130ba16f07377e1b61a01f1de15cb74538bbf150e94f6ca2af009ba	True	233328617663730c678dd6ba7b92a3272995b40c38ad18166869dbef966d0797	True	5104e5092de9bbe37bc7c9a7fd0ceb31b2f726fb9d1a1a87730caf23e482ff84	1000	1.012419	0.60959731
141	rna_seq11_phase2_head_screen_1000_conv3x2_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_conv3x2_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	4737945	42c4aecdbd2c6f9f9de36753601c6689cd5d99bf63c699cd35e049a2af1533f5	True	9515b3f9d52c1e965efdf44e3a0f74bf512168922c5358a8439852c3b9b139d3	True	cc9c496055fbe2a5d68929556d6a53ae809b09caa1645edaff893877f4aa0c06	500	1.0162955	0.61488702
142	rna_seq11_1bpA_gate_20260526_conv5_bn128_h128_hybrid_lr1e-3_seed20260526_1000steps	runs/rna_seq11_1bpA_gate_20260526_conv5_bn128_h128_hybrid_lr1e-3_seed20260526_1000steps/adapter_head_best.pt	True	1191897	7287cffea60f571162855fb5d6c25cb4e9bc771e92fc1af305b5950bfaa908ee	True	8eb1e5e86090d625a10478a5d50d2349a47f7bac458b12e1b993d312da4ef6db	True	9297226b97022e4cbedbb92381e2b2d437b1fe7ea4d9cacfe64b7de813a124ec	750	1.0243112	0.60446621
143	rna_seq11_1bpA_gate_20260526_conv3_bn64_h64_hybrid_lr1e-3_seed20260526_1000steps	runs/rna_seq11_1bpA_gate_20260526_conv3_bn64_h64_hybrid_lr1e-3_seed20260526_1000steps/adapter_head_best.pt	True	467417	64a5c5f5e9992d3705c5259eea7a1f5435005db966fa7ac5df8700ef7dfb5aae	True	4d5bcd0a9e23c7eefa6fcc0c69abb1f7787196828aaa9ebf6c5d25c03765f6e6	True	c71c0718a88d5f89bad23023804f9d790d668a396241dd0d83e956820821564e	750	1.041855	0.59591453
144	rna_seq11_1bpA_gate_20260526_conv3_bn128_h128_hybrid_lr1e-3_seed20260526_1000steps	runs/rna_seq11_1bpA_gate_20260526_conv3_bn128_h128_hybrid_lr1e-3_seed20260526_1000steps/adapter_head_best.pt	True	1060825	f9503f184f67bea48d18aee32f6975da8156e30476456aac01f4d31befa7c2c8	True	31f6343b51497a243930c075e805c926f79b26f669e6e8c544ec1dd27b4c91f5	True	9870b5b85f883e787f06718f50b93c3d4a64630ca8c25b1ae8d8e3cb63cfa75f	750	1.045905	0.59526794
145	rna_seq11_sweep_seed5000_conv1x1_full_mse_lr3e-4_wd0_seed20260523_5000steps	runs/rna_seq11_sweep_seed5000_conv1x1_full_mse_lr3e-4_wd0_seed20260523_5000steps/adapter_head_best.pt	True	138229	c35f8d449fd8f3eec4b821672ab20c58ed29af2385ec13a408c6cb6e9a212d00	True	f5ca4e577d6dce1e5a0ca42120cc52f3aa999672a06eacefd1f005ff2eae8497	True	b43996b58e27c8082b726f3fb3c0ef2587e0c172d1df435ff8eb493b47ec3bf8		1.0536887	0.59042909
146	rna_seq11_sweep_seed5000_conv1x1_full_mse_lr3e-4_wd0_seed20260522_5000steps	runs/rna_seq11_sweep_seed5000_conv1x1_full_mse_lr3e-4_wd0_seed20260522_5000steps/adapter_head_best.pt	True	138229	c27a8b39fc8764504163e3693f88ab5c64a1b5a696ecc8e5c3e8fec8f59c25dd	True	6e83514149734873d276a376d787f5bd275b8b333f50e2ee2ce2e3be2b553573	True	73a921c4edc67b13afdafa08aa44ca3ec76877309c815b07af5bb10511017795		1.0578357	0.58951125
147	rna_seq11_adapter_formal_20260515_5000steps_lr3e-4_128bp	runs/rna_seq11_adapter_formal_20260515_5000steps_lr3e-4_128bp/adapter_head_best.pt	True	137461	c2631e8a4503c0a9ab12cd96e38de6378d8a6bb2bf0f0424a9e61906403c8dbf	True	72b2e64299bd67277384d047a0769da4fc6a4dba341bb2cd44031b2cf8872f7a	True	961afd4060ac4c671828d9b15d8076e9af1a6143d47abe89179c85afbd6270ae		1.0609935	0.58809888
148	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138229	7a55eb9b9bb51a4619e771832ae0ec05ef7c8f0f20ced263f4be7aeb74b5cd22	True	a34ce5fc1e292e645a980fa8084237aec533f3a3a7471cab70181fd8b91e9f91	True	baf7c0de143fca415c1c760339d28d36db41e3b42134a7d7f5e8e60001da77a4		1.0792149	0.57725306
149	rna_seq11_sweep_head1000_conv1x1_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_head1000_conv1x1_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138229	99ef8b35ae6f3566c1dedf3019017246a676d870abf1631ff4345b31f13309a4	True	6ba52c015d04dcffea3346ed7fab7a4081c026c10b044cf18d38ef5e1853e72e	True	7ea79a34f8d8e1b783698f837e6ddd29bdce3c859e714301f27ca007a853c886		1.0792155	0.57725283
150	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-3_wd1e-4_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-3_wd1e-4_seed20260522_1000steps/adapter_head_best.pt	True	138229	4e7e3bb4004a3bf8f70c336c0bc6461212b634b8269509f2a33e2a31ddface07	True	4fa7d4ff1101c5d4f1700d8d346d9735fd5e9d3571d71c3177b62669d6af9528	True	97ebd5b85aba14b08846082b34d28412813301e279a8934249cd833f7f953d89		1.0792161	0.57725299
151	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-3_wd1e-3_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-3_wd1e-3_seed20260522_1000steps/adapter_head_best.pt	True	138229	e6e1529ba3dfdd187921c96d16eb8df5fdb4ff18da98c0667b47a73a3930e17c	True	ff18897bde3860e56a12853f30e109976919137ed751c3e25f35a6a897ca1669	True	cdc7a50ffe6302f839ae47b564a5f5351aec76e898165c8b6cd59e028ce3a18f		1.0792257	0.57724561
152	rna_seq11_sweep_head1000_residualconv1x1_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_head1000_residualconv1x1_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138881	fd5e025f6fd574f0de2ece8edde93c48009886d2ad0c6fc6d0781912b79ee34d	True	a3470e411ecf5e9328e2c4edb7fa4d2aeb69ac8daca7b0d644732e353185cded	True	5a1daf5049f8a1a6cd00b3508a8c2c569d56a17b89a901fad2fe880ee3bcbf28		1.0800491	0.57896973
153	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138229	66c3ef063450addfafbda77645eb9c13de30c0a853e8bcd0c38be9ba46379fef	True	fc35e449b4b24fe0e2f72410960f650eb81519eb09ef5b0bfb881d528ce00bd0	True	f8107ad18a7f653acbe59ff67eef60efbf5bf4647ac503d15531f74970beea01		1.0936027	0.57769526
154	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-3_wd1e-4_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-3_wd1e-4_seed20260522_1000steps/adapter_head_best.pt	True	138229	0468c41d6577e0b441e26ff9187db8d97793bc3c4878b0a1c9cb5565e5ec60ed	True	bde94814ba92ceeb5d38f22734722017fc15ba72e7460d76f906f7b567ff20b0	True	b217dc979eea90bf9f44ae15cbbbbe28168bc706fb525edef6e0873fb877a58e		1.0936105	0.57769404
155	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-3_wd1e-3_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-3_wd1e-3_seed20260522_1000steps/adapter_head_best.pt	True	138229	6e9fec42d812adbf8d48ce10625119febf1ff99f205c5018d33572b2c1badc4d	True	f47ba8e8c944e1805c907d106b3f1a209904472765b69f15ffb59d74ec3f38a8	True	cd425aa6c19a31abb0f1dcdb7b277328fe9b546ec5fe89fdaf4af4a4f928d7d2		1.0936288	0.57768541
156	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr3e-4_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr3e-4_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138229	5ca41ae0d3bdf691dd909f6ba9105ef66c33f83deb41a98c9e1541d8e00f6788	True	13359158445fb429120925dafd44af01df46923f39809764881f49c354983f86	True	6cab58e62fd7801d54b96981ae5817b87b83d6842bf89265199340a32fad3474		1.1216553	0.55368854
157	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr3e-4_wd1e-4_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr3e-4_wd1e-4_seed20260522_1000steps/adapter_head_best.pt	True	138229	d2556d4f3844be073824a7a2be4d59dcdff18fb70099181928ffb4ad2a5fb1e5	True	43ca45c49413d6185364673296688520085f0a067eb37bc0510265ee39b67552	True	cde6c5251725afadd43bba865412ca6c6942c71b4d0bfc50f0c26874cd6efd8c		1.1216585	0.55368793
158	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr3e-4_wd1e-3_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr3e-4_wd1e-3_seed20260522_1000steps/adapter_head_best.pt	True	138229	cc87fc6c4ddac83c015a422eff415da494d91e315cad712c111914a76586c869	True	b8aa3446d4ec132de1069a90c2fa7afe771c9348a1c73f9bff0cfd3b797ecf1b	True	ef6412be6f7c7afd30b243337c53ff36a706ef120e5cdb110d06e911d863182c		1.1216615	0.55368684
159	rna_seq11_sweep_bin1000_conv1x1_bin128_mse_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_bin1000_conv1x1_bin128_mse_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138229	bca4b0990dc28ef0c030abb2e53962119f26da6a7e3094bcd82f77be670924b5	True	399f1d4b31ce1333d7fe354fbbf8552a932c1287c292d68c7eec4fc123b2aac4	True	1101e8f32b4d3a27d4ecac8fcb70103e2c8d1137ad855e6eb72aae1aefd84c61		1.1217152	0.56866535
160	rna_seq11_1bpC_sanity_20260528_depthwise_k31_b64_h64_beta05_hard15_lr3e-4_seedrand_1000steps	runs/rna_seq11_1bpC_sanity_20260528_depthwise_k31_b64_h64_beta05_hard15_lr3e-4_seedrand_1000steps/adapter_head_best.pt	True	443877	c3012eb62b4911acd892451706ace34627ee7ad3e7b2711b00e35ef3332f51c9	True	c83f6714fd7bd430a410b0d7e7403fa86f48194d19704b7762d11371f5454f3d	True	7feecf4d243a961b862db64bea101c7658a650ff8351d31ca8624a351b031012	250	1.1502146	0.55297077
161	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr3e-4_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr3e-4_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138229	b7ac8c725b87750fce16174fb3ff7b5065e6d1fe345a56f5d736a1a68a341b66	True	87a717d8d8fb577459b29de1633a09991cd0110cb73a4b3aeac5ba7557e0ca1c	True	390e8ad8b0b7d29f40ae47ff64a886d361f53a469f1b4beda24b9b46dadcae22		1.1539549	0.54614042
162	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr3e-4_wd1e-4_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr3e-4_wd1e-4_seed20260522_1000steps/adapter_head_best.pt	True	138229	b8237bc1f9fe9a30fa9a25612f4c5f5d5079f731ec003c4e2dc3ce512e14408b	True	c7d69a26560fdbdda598fc9a9bfa2d097547e2f9cf8f396a2349b01152d8e045	True	96364b983005b18af3e84e7ac9f33019e61db65f48c3fc6acab7e7c63dbf43b3		1.1539569	0.54613914
163	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr3e-4_wd1e-3_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr3e-4_wd1e-3_seed20260522_1000steps/adapter_head_best.pt	True	138229	88dd83373f4aa75285338ffee2dec2d8f82203be0d6be56dbe243c178c828e9e	True	8eb438249711211c140d00f99caddc746f9b1cf7f594bdf694279d2796fe2c6a	True	aa74065153bda994ee02f997f93ca0951891fe2fc3edc039602f973984e7ce9d		1.1539637	0.54613654
164	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-4_wd1e-4_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-4_wd1e-4_seed20260522_1000steps/adapter_head_best.pt	True	138229	12628c59f87757dba4b3f4ed01c884c69a4e655f195531d36bcf6173724dbb10	True	3cf0d23a3cec0588f558675e5d2f268c93ba235954dee170b6da6db2e913bada	True	554e2a63f71f02c499e57ace783f6eb51939d28f13b95b6d3e72e914719ba3eb		1.2110327	0.51411849
165	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-4_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-4_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138229	4b2769bb4fe8284f0de60c2abf7cab2d7d53d1d7fab500733f8dfcba2d051c01	True	0ca74a19fa127ec669f06fd2a93f22cce6cb8a819c702a303069505397d1fcc6	True	37863f968192573f9245e471179ebfeff8f5107b1482dbe976308b8fd46d7c54		1.2110327	0.51411844
166	rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-4_wd1e-3_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_smoothl1_lr1e-4_wd1e-3_seed20260522_1000steps/adapter_head_best.pt	True	138229	178fb5b27c4d19e1cd5468bdb66e30525f88e3c336f75f45dfc9e33a81f3b594	True	a415b5362913731a7daebd0a5d569c9639e0f8d5a1bf6a009c7ab2c96f86393b	True	53f3d8b1d252587548dfb57f3efb0a8df388b21e4336a148423a9a24c0214297		1.2110381	0.51411754
167	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-4_wd1e-4_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-4_wd1e-4_seed20260522_1000steps/adapter_head_best.pt	True	138229	2303a1c46b9e0cfc2902f868c4020150977763c3c16df95406ced4fbaaf4fc12	True	047196aed7467d66f1574d33e1aaa55303d4c4d8514b6195587fef1c48108373	True	50cee6700e4e68a5b5415ef7c6fba4745352f804d5b8626b534eb35a8d762dda		1.27225	0.51064793
168	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-4_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-4_wd0_seed20260522_1000steps/adapter_head_best.pt	True	138229	cfc25be569ecaf0f679b6fd220319bd5d8b45da7d91417aad1c5ba9c327ee1fa	True	8517a9b36b69fb90f1d3050b99b0ba7a1acab4316b4d9fd921821ce90cb8c78c	True	9c183d5ed6d5a16138287277225ff8b3f61ecde2053b50cb91dcbc54a5b9e2f0		1.2722502	0.51064803
169	rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-4_wd1e-3_seed20260522_1000steps	runs/rna_seq11_sweep_hp1000_conv1x1_full_mse_lr1e-4_wd1e-3_seed20260522_1000steps/adapter_head_best.pt	True	138229	8cda1adb28c715bd8d8f688314c84d476253396d5393ae123fa5d0a191804f32	True	1f0b18509e2f753a0f6c5770c913663ad53c245087922e293706488f319ec96c	True	4aad2e507e7f7acd62511f136650376c4d28314e99d0ac1c8061661db13478a3		1.2722606	0.51064577
170	rna_seq11_1bpC_sanity_20260528_depthwise_k15_b64_h64_beta05_hard15_lr3e-4_seedrand_1000steps	runs/rna_seq11_1bpC_sanity_20260528_depthwise_k15_b64_h64_beta05_hard15_lr3e-4_seedrand_1000steps/adapter_head_best.pt	True	439781	e61fc1f8cadd28a1c7621c64387ab85d8b904d68a1d4389d1db853be0eb2d167	True	250ce16b0bd12d285987293926b5276ca4ad3719f6227b5827d614cbdd3c6757	True	4471cc84c5d87aa58d5388d4346fa5a1f2fab47e31510e4dcc9dd1bfe50ba0e9	250	1.2728259	0.53974875
171	rna_seq11_1bpC_sanity_20260528_depthwise_k15_b64_h64_beta05_hard15_lr1e-4_seedrand_500steps	runs/rna_seq11_1bpC_sanity_20260528_depthwise_k15_b64_h64_beta05_hard15_lr1e-4_seedrand_500steps/adapter_head_best.pt	True	439781	3467442e0f7bfda1bbeb9e9208146ff2c76f9201179bf073e8042f322030e5cf	True	06708ac2cc7a346f8a9f4c925000242712efab9c639ba877eb7922468702bdc6	True	c97bad83c95a6000106e8c517a4fb7ba2eb23b066cab72e1c72b7b0bc05e5887	250	1.4170342	0.39250081
