rank	run_id	checkpoint	checkpoint_exists	checkpoint_size_bytes	checkpoint_sha256	config_exists	config_sha256	metrics_exists	metrics_sha256	best_step	full_mse	pearson
76	rna_seq11_1bpB_broad_w1_conv3x2_h128_b128_l2_1e-3_seedrand_6000steps	runs/rna_seq11_1bpB_broad_w1_conv3x2_h128_b128_l2_1e-3_seedrand_6000steps/adapter_head_best.pt	True	5730774	003be102df0303b1508c23ce86d77ef8439aa1b4e66fe6a61b8243fd5bf96869	True	8ddd1551e5cbf619bec1a0f15a141e6af85e87b4cdb5a748363101709c3db04c	True	a3dbb26e545859716275ec5c404743b7f7a2ee622a278de8ce9f4fa941e449dd	1000	0.85291251	0.68678771
77	rna_seq11_1bpB_sigweight_w1_rank1_intestinehighx3_a075_b05_lr1e-5_1500steps	runs/rna_seq11_1bpB_sigweight_w1_rank1_intestinehighx3_a075_b05_lr1e-5_1500steps/adapter_head_best.pt	True	5665032	6f9ac68aeb22a9336641dcff3f50eb674a2a4509a9cd268b7591f6cb1b284d58	True	15570c1d59bf2b9d272f9d9b6ae7bf266f15fd1527e429cb00138cd02b42f539	True	1765eb345869597f639d4c895c3ce8161b1f559cec1ed73fe2087c209f1831fa	250	0.85309479	0.69492609
78	rna_seq11_1bpB_sigweight_w1_rank3_intestinehighx3_a075_b05_lr1e-5_1500steps	runs/rna_seq11_1bpB_sigweight_w1_rank3_intestinehighx3_a075_b05_lr1e-5_1500steps/adapter_head_best.pt	True	5665032	556ac43b716e5bfdea65092557ed1c00fb4cf278223dbceacd67943846221c8b	True	49160915dc7071fb268a13a61fddc201156385bcb8ffa671ad75a72389062e27	True	6e007818ff528accd1643b6cb362f6fb280c315dc7d5c9bc09fb08072094d737	250	0.85333585	0.69457747
79	rna_seq11_1bpB_broad_w1_conv5_h192_b128_l2_1e-3_seedrand_6000steps	runs/rna_seq11_1bpB_broad_w1_conv5_h192_b128_l2_1e-3_seedrand_6000steps/adapter_head_best.pt	True	6109896	604950a93e4555c5bdfcd29d1e488e7c46c32074fd4c78a73168b596282fdc0e	True	b76b9234107a31d201745487c5cc0504a1643cc8082643d28e492770e82c51ff	True	263b1cff3a7351807c9c0d32de2434ce2eed55cac40583425aeb64f7a83aebda	1000	0.85646595	0.68766733
80	rna_seq11_1bpB_broad_w1_conv7_h128_b128_l2_1e-3_seedrand_6000steps	runs/rna_seq11_1bpB_broad_w1_conv7_h128_b128_l2_1e-3_seedrand_6000steps/adapter_head_best.pt	True	5795272	5bfa3e7bc93bdada5cf8a943b574a7a2be96fda51750eb8573ba10d2ae8b6413	True	ea3d475c64810c7b360689d35efa927ad8c3a238129e754196af1d568cf4660f	True	1ef6706e1e5560a2a979ebf97513431b8a74235ed06bd693919885f6464f758f	1000	0.85768614	0.68419334
81	rna_seq11_1bpB_sigweight_w1_rank1_highgt3x2_a075_b05_lr1e-5_1500steps	runs/rna_seq11_1bpB_sigweight_w1_rank1_highgt3x2_a075_b05_lr1e-5_1500steps/adapter_head_best.pt	True	5664968	2f84cef4dd26415122980bbacf94b6e164e32fee851ab48917cab6c5eca1fba0	True	37f399e9b06e8c56cb3206715f2f998ba30e24f087a966daee1249e04a036ef2	True	46997f628b5db71e696e997a8a7c2fafaf0f016fb0a2992577cab6a823ab94d6	250	0.85886845	0.69526965
82	rna_seq11_1bpB_sigweight_w1_rank3_highgt3x2_a075_b05_lr1e-5_1500steps	runs/rna_seq11_1bpB_sigweight_w1_rank3_highgt3x2_a075_b05_lr1e-5_1500steps/adapter_head_best.pt	True	5664968	6044a73d50ae4b8d5c9815fa2b37ed2ed47762a7b693d96d9e52515619f3707c	True	08b0511e736d073f008a82c184e203b42b52f3dba3013b532c08fd1eebb0b924	True	b854276d312b720b91acb2a5f52329ece76ba3c44062f843c9d72520d771f454	250	0.85890321	0.69533324
83	rna_seq11_1bpB_sigweight_w1_rank3_top5x3_a075_b05_lr1e-5_1500steps	runs/rna_seq11_1bpB_sigweight_w1_rank3_top5x3_a075_b05_lr1e-5_1500steps/adapter_head_best.pt	True	5664968	8d48a088ab903933802595c5d7823957296f044466c6dac6d469537f2e1d2c87	True	3404de1aebc34514dbb43efca74df03139b666aa7a835c9552d414272cce7196	True	5aac7c9f45a60587b6a1ede6fdfd4406ff2786f462522f95d9159ba219bea1ce	250	0.86119161	0.69573012
84	rna_seq11_1bpB_head_sweep_20260528_conv5_b128_h256_l2_1e-3_beta1_lr1e-4_seedrand_1500steps	runs/rna_seq11_1bpB_head_sweep_20260528_conv5_b128_h256_l2_1e-3_beta1_lr1e-4_seedrand_1500steps/adapter_head_best.pt	True	6719432	006f7f5160fcb7dbba1ffde6bd8464ff78647390d6f926ce9671e77144ae4e8a	True	7d24e032ab9a760cbe595aad09e96f4fe3cc26b1c7435ef3b0fdb978ec597661	True	cd16f5c530cbc6e18a2cb33cb392c935f310cfd53d0cd460ccbb23933e5e7d17	500	0.8615425	0.6826917
85	rna_seq11_1bpB_sigweight_w1_rank1_top5x3_a075_b05_lr1e-5_1500steps	runs/rna_seq11_1bpB_sigweight_w1_rank1_top5x3_a075_b05_lr1e-5_1500steps/adapter_head_best.pt	True	5664968	cebe5bf5c45231dff69046247750a8e063b268f0532fce704486c14ce4133388	True	6906cf1746872de14069ef60e51afdbd52c5b97189233ff6fdd358e01ec8f9a8	True	85b0f936a9fba330ae9f2bcd8d812121de44a0dfbc6d3d7dea8841d98e61d331	250	0.86322586	0.69582486
86	rna_seq11_1bpB_head_sweep_20260528_conv5_b256_h128_l2_1e-3_beta1_lr1e-4_seedrand_1500steps	runs/rna_seq11_1bpB_head_sweep_20260528_conv5_b256_h128_l2_1e-3_beta1_lr1e-4_seedrand_1500steps/adapter_head_best.pt	True	6516680	4d4c76beb5ecd0ab1788d4d82301fe543c88b1936f672432816cdf583cbc5944	True	fb0bdc493b57621041466aa8ff80f29df722b9e22afcc1729ffcbaed74723b2c	True	b151071b88ad56c111413c7f520e7bac028f4b33d9adf136ac59e377b9407724	500	0.86482886	0.68144942
87	rna_seq11_phase4_lr_schedule_5000_conv5_h256_step4000_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps_step_s4000	runs/rna_seq11_phase4_lr_schedule_5000_conv5_h256_step4000_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps_step_s4000/adapter_head_best.pt	True	4474189	0804278734b995c032145a9320cfd400bf6e7023840238016653209acdb2460a	True	14aa13bdc5ac233202ebdcb76270ce841a084f33ceaee3abd06e5fa707a28c92	True	c0f6ed24e3261853e06a951c0b6712e12bb9ca03d28853cf72a16d95ff043f44	4500	0.88032581	0.67391665
88	rna_seq11_phase4_lr_schedule_5000_conv5_h256_step3000_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps_step_s3000	runs/rna_seq11_phase4_lr_schedule_5000_conv5_h256_step3000_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps_step_s3000/adapter_head_best.pt	True	4474189	9f23a4366f56c9724677a49805fdd32a134bbc9351fcb7c57d0a5486492a39bb	True	bda9b1a45465bac9d43aeb2d9ea6aa9a6b24175bbddedb90db3705c58ed54636	True	12cacedfee72e306195d03c6574bf15a3b37e09672ee99ae5f625d69de9c8183	4500	0.88392895	0.67201334
89	rna_seq11_phase3_loss_sweep_5000_conv5_h256_top1_hybrid_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase3_loss_sweep_5000_conv5_h256_top1_hybrid_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	4474189	26b37f97752a115b6c7564a64237e2efdb5bd39fbd9ca3e1ea31a3fe7bfc0009	True	a20ef4fa3e782e126b20ad9dc9849d2f826e3ebb3e3482fe23fd4f169845154c	True	2a8e70da23901d00f9dcabd4ad8812797ce47e9e4e2fbc23fc6001d4d867b132	4500	0.88446225	0.67363609
90	rna_seq11_phase4_lr_schedule_5000_conv5_h256_constant_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase4_lr_schedule_5000_conv5_h256_constant_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	4474189	e8d8fe85a288e767921a2e736c09d328946695948bf6bde5826db9448bd141a9	True	ba4ce335bd2912670a51a026b2912b01c0037fd769684e9aa5814baf96dc92e0	True	0cfcacc1295bdd52d0d65f48fed46c7ed65948d22c88ae0640c29775191ba71a	4500	0.88462103	0.67449977
91	rna_seq11_phase4_lr_schedule_5000_conv5_h256_cosine_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps_cosine	runs/rna_seq11_phase4_lr_schedule_5000_conv5_h256_cosine_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps_cosine/adapter_head_best.pt	True	4474189	aca7ad31dc6155a0b298c3b301fe63b97b7586f61d754ba6fb787b7fb11ac7e1	True	8d2381b4991944a4d142b930f1d13da9b00d3d00d05ece697384536d544794ee	True	d01ccfcf28c62bb275999dbef149b13eb308ed0967529767f84e1671e01b252b	3750	0.88622749	0.67052355
92	rna_seq11_phase1_winner_stability_5000_conv5_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase1_winner_stability_5000_conv5_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	4474189	010d2b5bd7fc6e17e34edf6ccaa99ae4be05244d388eeb79cec6ae3eaac10dab	True	e639cb64fe87ea1197239a5023ec63e212e790b4110d537080bbd25a53eeced5	True	0eec65995cd20c617752c2086819931e9eb7ad7411d223437a25509dfb3b98b0	4500	0.88662339	0.67223756
93	rna_seq11_phase3_loss_sweep_5000_conv3_h256_top2_hybrid_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase3_loss_sweep_5000_conv3_h256_top2_hybrid_fulllog1p_hybrid_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	3949901	89124004889bcd5933bb421a0cb0621508c97114adb356c110cc747bfd53b57d	True	d34202af718a5d0f83e30edd596ef33b27b968517770916dc234ccaff6ce39c5	True	988b6b794420ec90309928776f1f1e9804ada11dca4925f7f96bd137801404f4	4500	0.88841865	0.67056071
94	rna_seq11_phase3_mse_finetune_1000_conv5_h256_mseft1e4_fulllog1p_mse_b1_lr0.0001_seed20260522_1000steps_warmstart	runs/rna_seq11_phase3_mse_finetune_1000_conv5_h256_mseft1e4_fulllog1p_mse_b1_lr0.0001_seed20260522_1000steps_warmstart/adapter_head_best.pt	True	4474317	906457412999d7ac4d5ad6dea60de1cb9c04b6fa7f6e3e1a20cc710cb87e4e43	True	729b02c746a2f51cc93eed342981b565a6dc69fa199d1cb7a76291a7d921415b	True	f4749dfe23e90af1fe130bb47c5fcbb3d542a2d8b4fbdeb99cf6c821d6ede1fb	750	0.88974877	0.67095622
95	rna_seq11_phase3_loss_sweep_5000_conv5_h256_top1_b2_fulllog1p_smoothl1_b2_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase3_loss_sweep_5000_conv5_h256_top1_b2_fulllog1p_smoothl1_b2_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	4474189	bbddcb21400a76d5f246428bca387b6a40efbd6fd7813e17fa7e79ef675cc453	True	1d58901a3d53ade9eb1915397c0f32dc7fa62b4cd9d85abe85da71845e1223b6	True	2017fafd16b28498d18f480c4d788611bc7f20578f76e5572fe3c989e2a8c6d6	4500	0.88978789	0.6712013
96	rna_seq11_phase3_mse_finetune_1000_conv5_h256_mseft3e4_fulllog1p_mse_b1_lr0.0003_seed20260522_1000steps_warmstart	runs/rna_seq11_phase3_mse_finetune_1000_conv5_h256_mseft3e4_fulllog1p_mse_b1_lr0.0003_seed20260522_1000steps_warmstart/adapter_head_best.pt	True	4474317	2706aacca88b2dc0cabbcbd33c997675f7148691ee2bce7a7c26e1a81fc571d2	True	cea2bbc015f2d0e8b62c22b532a8a1e14aca2a314e02bc6729195c8a1ff30f2e	True	9a11e025a2f91f3cefddea98a572e50bec717f9ea823f3c0c60a44a87e771e4c	250	0.8913739	0.67135144
97	rna_seq11_phase1_winner_stability_5000_conv3_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase1_winner_stability_5000_conv3_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	3949901	f1047af52f71d5fc669078dd747b1376f6b3c5c7bb1a761d0dc4ebc116cffe6d	True	55743efc5050893c536c40149107bad6448ed4adac6ad43d10ad85e45335fc6e	True	3d8be4bfc16646f8747499f9020aa583e495ecf9dcc64b54e7b8fea6c43ff5bb	4750	0.89736626	0.66607045
98	rna_seq11_phase1_winner_stability_5000_conv5_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260515_5000steps	runs/rna_seq11_phase1_winner_stability_5000_conv5_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260515_5000steps/adapter_head_best.pt	True	4474189	9db95a740529c2227215c09abdf4eeec868ac80049e4c5023b425b2869fd1656	True	914a2e4f7536eaaaab777d50e12890ca1f1fccd5c69bf4f7b417bad617f55ba2	True	43b99ff7aa8c3bdc6d4397c18ff7b91b3e020e217025fbec351090bd359ff45d	3500	0.89997678	0.66776127
99	rna_seq11_phase2_head_promote_5000_dilatedconv3_h256_d2_p2_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase2_head_promote_5000_dilatedconv3_h256_d2_p2_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	3949901	897958f5628adc188ca93476732f251574d58316e9c04c4c45aeda9bbab21b5d	True	fd99554144022acc8d4fd292e904deb7d24a061652bbbe593f0e57c9b62f82ea	True	6bee2a4d7f8311eda19254ed6083b8037dbdc3b62e87e0c3ff28bf030c886635	4750	0.90497149	0.66171282
100	rna_seq11_phase1_winner_stability_5000_conv3_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260523_5000steps	runs/rna_seq11_phase1_winner_stability_5000_conv3_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260523_5000steps/adapter_head_best.pt	True	3949901	f3529b1323bc3cffaf763acfcb5d05f352f69ab47b72352960d8aeb2b79439d4	True	05173043e046e03802a2076302f16f252ea1c5a1faad8da546044c86f1b6c0d3	True	4f27c80d40ccaf4ad64f9b2bf6e041f36c31b29e6ec42d6c18920ad2b652b564	5000	0.90506689	0.66286628
101	rna_seq11_phase1_winner_stability_5000_residualconv3_h256_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260523_5000steps	runs/rna_seq11_phase1_winner_stability_5000_residualconv3_h256_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260523_5000steps/adapter_head_best.pt	True	3950617	93cd6e5c9a1c2b9bae37c0b0b6050ed4e446d4d0d377c1362481e2d719308315	True	0a09ace306f8b49d51f63e3e81188684cf04a7373d019e664f59c09399219763	True	656dacab6466de3b534e0be84a75aa9cbac1745ca230ece30e7c189f4d4f5b4b	3500	0.90599628	0.66362008
102	rna_seq11_phase1_winner_stability_5000_conv5_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260523_5000steps	runs/rna_seq11_phase1_winner_stability_5000_conv5_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260523_5000steps/adapter_head_best.pt	True	4474189	0afe67bfbbf55c4cd78b26539b9cbae7b21615e20ed6993f689f87f4ed2ab26b	True	c476e13d8cc995637294b696a60b4d3baacc890a4e517fb63bf4cfd76d24de5a	True	a5e4cf21c7fbaf0dcfe269317459190735cbb5cdff805e0034741f2b3ae67eaf	4000	0.90617652	0.66830971
103	rna_seq11_phase3_loss_sweep_5000_conv3_h256_top2_b2_fulllog1p_smoothl1_b2_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase3_loss_sweep_5000_conv3_h256_top2_b2_fulllog1p_smoothl1_b2_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	3949901	1787434e549630f32a3dea6918c7071007b9f2a3a2db1f1abd0fdf9eb15f662b	True	4a871bb111dfff5568bc61241b290d6214fdeeab2b507916f155548a97f1d402	True	a1ac746e6a631e3277ebcfea5b6c123af08b287ecd15b7563bd25b9613190b5a	4500	0.90720276	0.6625814
104	rna_seq11_sweep_promote5000_p2_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260522_5000steps	runs/rna_seq11_sweep_promote5000_p2_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260522_5000steps/adapter_head_best.pt	True	3950489	6e43cc15586b85f8afa64d6598b8b4f47117c67b1763f87df2783009c0e6857f	True	494335c1470043d34268f1a37815079d8644b5687732f86d73085a407a27a226	True	fe8a97c6364efed48f98075daba811024a4e33f473b1e7e4eb89db8546a073e3		0.90798019	0.66384042
105	rna_seq11_phase1_winner_stability_5000_conv3_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260515_5000steps	runs/rna_seq11_phase1_winner_stability_5000_conv3_h256_fulllog1p_smoothl1_b1_lr0.001_seed20260515_5000steps/adapter_head_best.pt	True	3949901	9a1dbe58754bcb4db8534f809cf127dbb08ae4bc0b241f791da76d58b8278831	True	df503bd808878fba2c0f11ba75f32fc29149b1149007dbfd0b39f5e9d4d480ba	True	4d6dd6de2d686578a9f75c794edd05f9d3e89e1c13fdb647a3bc8dc80c99e879	5000	0.90865787	0.66181596
106	rna_seq11_phase2_head_promote_5000_residualconv3_h512_rs0.1_p1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase2_head_promote_5000_residualconv3_h512_rs0.1_p1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	9468953	e506933e6f821b0ca0cf78e434beba730e8a953f99b48ddfd0c5e2aa2d42828a	True	e26afc8bacfa0a686cc5aaf1f436c72a8890ad28b465824b3843ded3cab0d461	True	31421f2d65baf73db77a107972b088f7c5f95524e903c6e1180291da67cf0eb3	3750	0.9089776	0.66221824
107	rna_seq11_phase1_winner_stability_5000_residualconv3_h256_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase1_winner_stability_5000_residualconv3_h256_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	3950617	c0e87d1827f93aaf6f73c9417afa2ce594621c39b7d44bba96c67321baaccf7a	True	f3bc49f88fb65a4ae84878e3b8c221adf506b95ac8cd9af905448bc23b874bb8	True	f02516ae6efda32e68005c7f224019a8473fc84c1c6b80408d78b0d930ebe4a8	4250	0.91158492	0.66022084
108	rna_seq11_sweep_promote5000_p3_conv3_full_smoothl1_lr1e-3_wd0_seed20260522_5000steps	runs/rna_seq11_sweep_promote5000_p3_conv3_full_smoothl1_lr1e-3_wd0_seed20260522_5000steps/adapter_head_best.pt	True	3949773	bc923e5cb685e26c31be08c1f18cebe1b1bd0030985aef6c0c50abd54540d4a7	True	9744ba05f97010f6530ba91445201f59d740239105cfaae38a816e842809bf2f	True	07c7d92814f1eb026fdedc401732b38c219c2fd59394d47ddcebf7163c070d55		0.91715938	0.66071122
109	rna_seq11_phase2_head_promote_5000_residualconv3_h512_rs1_p3_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase2_head_promote_5000_residualconv3_h512_rs1_p3_fulllog1p_smoothl1_b1_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	9468953	f997bca735945134c6229217a6cfb8edc779f4ce91f0a238a6b3011a2204f709	True	363717da7d9c453e3331067846f2508959cab44eef88ba47141cc45bae8e3f86	True	2ea6fd7c05ca53a01d771090fa468c056fb928c10b2b8d5dc59108a5674ca352	4250	0.91719273	0.65961935
110	rna_seq11_sweep_extend10000_binp1_conv3_bin128_mse_lr1e-3_wd0_seed20260522_10000steps	runs/rna_seq11_sweep_extend10000_binp1_conv3_bin128_mse_lr1e-3_wd0_seed20260522_10000steps/adapter_head_best.pt	True	3949773	0611fa88d6ca877122102eeded1dc4925497f8653e72e4a21a75c6b886898785	True	dc04089af0a1fe6a27db08704e1fe01742c9316fc14f3464bdefbee5c6af2e85	True	15e3cedf313a82f18254da81392f22eb5a73c4750ea4a4dae99ceec886150e06		0.91746702	0.66604777
111	rna_seq11_sweep_promote5000_binp1_conv3_bin128_mse_lr1e-3_wd0_seed20260522_5000steps	runs/rna_seq11_sweep_promote5000_binp1_conv3_bin128_mse_lr1e-3_wd0_seed20260522_5000steps/adapter_head_best.pt	True	3949773	0611fa88d6ca877122102eeded1dc4925497f8653e72e4a21a75c6b886898785	True	ec57d658b2d641ff298ef1c62541d3933bd48ddfc667fd10e0d5b2cdc399be7a	True	3bc8c024bc02d96a12911ca57044a93d52a3a52a1969596be5c4ad0ed5240585		0.91746702	0.66604777
112	rna_seq11_phase3_loss_sweep_5000_conv3_h256_top2_b05_fulllog1p_smoothl1_b0.5_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase3_loss_sweep_5000_conv3_h256_top2_b05_fulllog1p_smoothl1_b0.5_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	3949901	8b30f54c0b3cf5aec001cc35b8486814a0b3f32dbc8bca2936776143274c3b3d	True	88de412e6c0867f5f4d2d62b6179575d978d782f7d3797f8768ba955935fe505	True	accb2ebe9c4687671dcc31c22f0bfd649aa0d7ff1aa0f8651b9c2b0e4f7d3329	4750	0.91876113	0.66045361
113	rna_seq11_phase1_winner_stability_5000_residualconv3_h256_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260515_5000steps	runs/rna_seq11_phase1_winner_stability_5000_residualconv3_h256_rs1_fulllog1p_smoothl1_b1_lr0.001_seed20260515_5000steps/adapter_head_best.pt	True	3950617	ab62842b06f9b9c7cf3bc71d06b2599c32d16d59a6508364c16e303c0a821fb9	True	6146659e3ae630e8f70b299edad7042ef8b59f4f4c70205d14f2ec59a379c1ca	True	3a6917a830e64b62cdaa9e8d3edc9838af71d0584ddb0b1a2454fd69dc5c784e	5000	0.92058907	0.657114
114	rna_seq11_sweep_finalseed_winner_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260523_5000steps	runs/rna_seq11_sweep_finalseed_winner_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260523_5000steps/adapter_head_best.pt	True	3950489	83f763a377b1ce5603f5c9ab152f342c6f6ba81eee36ce1b08f62f96e832a6ac	True	b0d19813b90df2a7dc56c22c5a963992109e928907a28428ed2e1e370ec8c836	True	368285d7c6e85b846ae156b120e531de5de890fef6f24a1557e948122af80377		0.92316691	0.65626351
115	rna_seq11_sweep_extend10000_p3_conv3_full_smoothl1_lr1e-3_wd0_seed20260522_10000steps	runs/rna_seq11_sweep_extend10000_p3_conv3_full_smoothl1_lr1e-3_wd0_seed20260522_10000steps/adapter_head_best.pt	True	3949773	e2523890e1660684d55ed050f8b43dd70c3486be903528ba32dc580bb0da1786	True	4f7ef33ecc0cc936e5c622e7f6878b40150ccef7b9d4fb9340cdb931874419a1	True	d53b0bdc835b9dd568e39a12732bbea4c038f66ceb171be271b3154776d1864c		0.92360914	0.65762431
116	rna_seq11_sweep_promote5000_p1_conv5_full_smoothl1_lr1e-3_wd0_seed20260522_5000steps	runs/rna_seq11_sweep_promote5000_p1_conv5_full_smoothl1_lr1e-3_wd0_seed20260522_5000steps/adapter_head_best.pt	True	4474061	a631ce421c6f78d63ce75f9475664adf5ecc0a6aaf188baa7c2d73a58d2cea7d	True	901a99eeeee82a8cfa11fedb42c4ac446c2fb06b28ea80f28006583256183d2e	True	e2470e115ab2da6cd2fdba29641ba1df4f986fe663cc290f46356592ac455092		0.92700674	0.65542817
117	rna_seq11_phase3_loss_sweep_5000_conv5_h256_top1_b05_fulllog1p_smoothl1_b0.5_lr0.001_seed20260522_5000steps	runs/rna_seq11_phase3_loss_sweep_5000_conv5_h256_top1_b05_fulllog1p_smoothl1_b0.5_lr0.001_seed20260522_5000steps/adapter_head_best.pt	True	4474189	b0e1bc3e6cd647ac9e57514cc76031d67332fa2830a70c8be23d848158d05286	True	159a8ad10c8e7c8adc4021b3d7d9c21c2f3e80683668fba9c2c3ad37606d3fa9	True	05dc65ff8f1e5a6cba8343b2506a8fc3eb730de1ebdd12d9b27ebc1217fe9136	2000	0.93042526	0.65246279
118	rna_seq11_sweep_finalseed_winner_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260522_5000steps	runs/rna_seq11_sweep_finalseed_winner_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260522_5000steps/adapter_head_best.pt	True	3950489	0895476508701f8197f484501f4281e29d08e527dc443734a96caf78610ab629	True	632a1dcdeab2c5d970ce56a0a457e9d1137438dc3abfb0790d4e00f9b136b41f	True	fd03cce2ce830dd64b6707fcf6d6e8bf82cae32bf2969ec4bc815490e82efd89		0.93797925	0.65111641
119	rna_seq11_sweep_extend10000_p1_conv5_full_smoothl1_lr1e-3_wd0_seed20260522_10000steps	runs/rna_seq11_sweep_extend10000_p1_conv5_full_smoothl1_lr1e-3_wd0_seed20260522_10000steps/adapter_head_best.pt	True	4474061	53c83cb5c24d14ad47f02e8e0d15f39bf59fa47f2798165cac37e43ade2f4e52	True	34de18afcfceecb739f3ed82c454ffc32e1c26ad40297db38cf334abcbd7308a	True	3df4c54750d656a88f9c0a5a99f8ad5c0a4b9e33e1a869bcc2908a526cf563c4		0.94009906	0.65098516
120	rna_seq11_sweep_extend10000_p2_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260522_10000steps	runs/rna_seq11_sweep_extend10000_p2_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260522_10000steps/adapter_head_best.pt	True	3950489	a0b10c6eabb19766e3156d2b456f690ac1cbaf1e6897dcfb591aa79e3fbcc4c3	True	58c39ba407da32d23d6b5cc60d91f91a988bd58161cabeb190f4030649ec19ca	True	6af0aa7d73c26adfc18fe875f5e9f51291d5612a33069b56c934e548dc0f290c		0.94087901	0.65214952
121	rna_seq11_sweep_finalseed_winner_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260515_5000steps	runs/rna_seq11_sweep_finalseed_winner_residualconv3_full_smoothl1_lr1e-3_wd0_seed20260515_5000steps/adapter_head_best.pt	True	3950489	4350229e5dc24ca6b46099fd271231acb7cc8ed0569feac43cd3b8eed73674bd	True	696f521dc082317dfd6565805f263f20e59dcc6f960171b31506a0ad2e866e90	True	e96d082ec27c7582c60ad0e177ff80fe8c520022e691ba5907d35289b9ee56d5		0.94829046	0.65120618
122	rna_seq11_sweep_head1000_conv5_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps	runs/rna_seq11_sweep_head1000_conv5_full_smoothl1_lr1e-3_wd0_seed20260522_1000steps/adapter_head_best.pt	True	4474061	4767f09b13e0acffd6f2bd5ecc999927e9e8478a5f454b78dcbb57705c464400	True	b53c4fffb7ee5328750460b3b22e47d60dbee168c21a4e684ae7a09480ea0510	True	08a77aa6bcf2300e903a57dd9cced8dfdb29f92c9793228521076ad64db99faa		0.95571719	0.63956155
123	rna_seq11_phase2_head_screen_1000_residualconv3_h512_rs0.1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps	runs/rna_seq11_phase2_head_screen_1000_residualconv3_h512_rs0.1_fulllog1p_smoothl1_b1_lr0.001_seed20260522_1000steps/adapter_head_best.pt	True	9468953	a8dbcb45792ea454b5364e3d56964de2857c99cd13a39771af6e611b500f1596	True	feaebe5a4e1a5253fa03c8d569ecdd4ddd723f514b1b7024471523d30efd8f79	True	853e519d23b5d2b7c9b37cbd42effddcfc64e0c7e3a4ccde0588a175e333100a	1000	0.95572846	0.63965207
