ablation_id	model	loss	jobs	folds	seeds	mean_primary_biological_score	mean_gene_exon_coverage_pearson_log1p	mean_per_track_pearson_128bp_log1p	mean_paper_loss	mean_log1p_mse	mean_spearman_128bp	mean_top1_mse_128bp	mean_top1_calibration_ratio_128bp	mean_gene_body_mse_log1p_1bp	mean_exon_mse_log1p_1bp	mean_local_gradient_mse_log1p_1bp
development_pool_mean	A	paper	5	5	1	0.5159584354733919	0.4552949012697667	0.5766219696770172	18.19731546539858	4.702149914546185	0.5355373216391552	2685336617.1303167	0.05978404675382406	0.3073605669078688	0.5820480595070784	0.0028671034069617943
no_augmentation	B	paper	5	5	1	0.6243372866891738	0.597925706713672	0.6507488666646756	17.855432232173094	3.9626565088708716	0.594282683166367	2681874695.152131	0.10926824785289932	0.2584103682342641	0.4928306975945203	0.0022189526760513665
no_gene_loss	B	paper	5	5	1	0.6252343421045881	0.5987685613755269	0.6517001228336492	17.853970261797848	3.893756719956915	0.5946112179728253	2682017815.087455	0.10692881737340756	0.25723612259133755	0.49040846425632934	0.0021845185829236996
