sample_uid	batch	run_accession	experiment_accession	biosample_accession	sra_sample_accession	bioproject_accession	sra_study_accession	geo_accession	pubmed_id	local_path	local_size_bytes	sha256	sha256_matches_prior_inventory	wbcel235_exact	organism	strain	genotype	sex	tissue_or_cell_type	development_stage	condition	assay	library_source	library_selection	library_layout	mean_read_length_bp_derived	read_length_status	strandedness	biological_replicate	technical_replicate	study_title	provided_data_source	sharepoint_paper_lab	provided_stage	sharepoint_stage	ena_sample_stage	provided_tissue	ena_sample_tissue	bigwig_generator	bigwig_reference_genome	bigwig_aligner	bigwig_generation_command	signal_unit	normalization_class	mathematically_convertible_without_source_reads	read_count	base_count	fastq_available	fastq_md5	fastq_file_bytes	fastq_bytes	fastq_ftp	bam_available	bam_bytes	bam_ftp	ena_query_status	metadata_conflict_flags	metadata_evidence_status	include_formal_v2	exclusion_reason
rna_seq:SRR12483329	sharepoint_2026-07-13_new439	SRR12483329	SRX8976750	SAMN15866065	SRS7231982	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483329.bw	50223295	a26ae684bf43d13f33579bdb476a5361bc204802b74baea89fd28a52a01fa7e1	True	True	Caenorhabditis elegans	N2 (Bristol)	WT		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	71468591	3644898141	True	de00b5202bde7830eb427c228586a998	1896843473	1896843473	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/029/SRR12483329/SRR12483329.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483330	sharepoint_2026-07-13_new439	SRR12483330	SRX8976751	SAMN15866064	SRS7231983	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483330.bw	37250395	b9193ae9ba4dcac7e2a60880e83df43c0b3ae59404de4ef4420f30d9c27877c8	True	True	Caenorhabditis elegans	nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33540691	1710575241	True	dd8eb48fcc697ce2b4452b68d4593d4f	937807116	937807116	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/030/SRR12483330/SRR12483330.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483331	sharepoint_2026-07-13_new439	SRR12483331	SRX8976752	SAMN15866063	SRS7231984	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483331.bw	47768787	b3306ac69bc5f7aa3ee2967f424119a6d5b16651dcd410492ad5a29a10a7c965	True	True	Caenorhabditis elegans	nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	34377762	1753265862	True	d3b351956399252ebc706801bc61f520	980000168	980000168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/031/SRR12483331/SRR12483331.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483332	sharepoint_2026-07-13_new439	SRR12483332	SRX8976753	SAMN15866062	SRS7231985	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483332.bw	42426205	547487a86b66b0ee50968baea9ccdf76d49469e0d9479988e2ba70e801faf48a	True	True	Caenorhabditis elegans	nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33527317	1709893167	True	8fed702f7e836c6aaa43e10c122072dd	953237894	953237894	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/032/SRR12483332/SRR12483332.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483333	sharepoint_2026-07-13_new439	SRR12483333	SRX8976754	SAMN15866061	SRS7231986	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483333.bw	43588885	a642dd8a18b97c622b20bfe52cd9632623a21d78dad6f1101d0253788bc58c10	True	True	Caenorhabditis elegans	met-2(n4256) III nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	35962338	1834079238	True	863a72b55dcbc89c9053cc3610f8a95c	988058106	988058106	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/033/SRR12483333/SRR12483333.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483334	sharepoint_2026-07-13_new439	SRR12483334	SRX8976755	SAMN15866059	SRS7231987	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483334.bw	52359493	320bebcc6721cbab1f7999707eeb7cfac9a8745d5e6605d58ac6635b3289673c	True	True	Caenorhabditis elegans	met-2(n4256) III nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	47947695	2445332445	True	6bf1a68b9f290f58967e8546400a4bdd	1338065881	1338065881	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/034/SRR12483334/SRR12483334.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483335	sharepoint_2026-07-13_new439	SRR12483335	SRX8976756	SAMN15866058	SRS7231989	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483335.bw	57979394	1c108d59bcf46bd28a19cbc680e8c2f3e05d2c01cfeb70a1704092399e2e259c	True	True	Caenorhabditis elegans	met-2(n4256) III nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33974930	1732721430	True	3315c2d677e0c07272ed3a50a185bea9	952682197	952682197	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/035/SRR12483335/SRR12483335.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483336	sharepoint_2026-07-13_new439	SRR12483336	SRX8976757	SAMN15866057	SRS7231988	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483336.bw	45048926	bcc362f9562d674de651f7850c4fe3feb3ff794f59cc3d07767c985fbaff0e99	True	True	Caenorhabditis elegans	set-25(n5021) III nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33781506	1722856806	True	019706508dc4f9316958f895b8bcb655	943847681	943847681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/036/SRR12483336/SRR12483336.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483337	sharepoint_2026-07-13_new439	SRR12483337	SRX8976758	SAMN15866056	SRS7231991	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483337.bw	43365801	435ee271e6771ee086accf32e84a071f175be20f563b702ae6b78ab80d170264	True	True	Caenorhabditis elegans	set-25(n5021) III nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	34571693	1763156343	True	c4a2ba61d3ca8ceaa9d9f83b75bf5055	965302413	965302413	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/037/SRR12483337/SRR12483337.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483338	sharepoint_2026-07-13_new439	SRR12483338	SRX8976759	SAMN15866055	SRS7231990	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483338.bw	36248020	4a13a210689c5abf2b11211efa4d4452d320fa6afb3f965a9a200b939250e097	True	True	Caenorhabditis elegans	set-25(n5021) III nrde-3(tm1116) X	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	29619499	1510594449	True	adaebe6a0684b7fb40e2cc0ed5987736	823989022	823989022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/038/SRR12483338/SRR12483338.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483339	sharepoint_2026-07-13_new439	SRR12483339	SRX8976760	SAMN15866054	SRS7231992	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483339.bw	58120747	f55f74668c6c84c3fbaed56443c666cec71fd98746a56779412a8cc3910a3303	True	True	Caenorhabditis elegans	lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	87554806	4465295106	True	61e5232241d4f1fc714e280065460600	2393452002	2393452002	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/039/SRR12483339/SRR12483339.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483340	sharepoint_2026-07-13_new439	SRR12483340	SRX8976761	SAMN15866053	SRS7231993	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483340.bw	52456877	4f229fa0cb732cc06d3ff39bc047214639984666ad2496f0323af311298245c8	True	True	Caenorhabditis elegans	lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	83240161	4245248211	True	f2e7d3d4be0d8da74fe67131fbb47ded	2208127395	2208127395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/040/SRR12483340/SRR12483340.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483341	sharepoint_2026-07-13_new439	SRR12483341	SRX8976762	SAMN15866052	SRS7231994	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483341.bw	57695755	83fe004c2c8d4e1ed0f927b1c922c15ae3c4e24720182c61b70662fa922757cb	True	True	Caenorhabditis elegans	lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	83897969	4278796419	True	d98ac4d913e0568f462901a6a27267f1	2267815985	2267815985	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/041/SRR12483341/SRR12483341.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483342	sharepoint_2026-07-13_new439	SRR12483342	SRX8976763	SAMN15866051	SRS7231995	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483342.bw	35986981	c0a6a17aa2a12401a1b205885dd24761eba2f21c7c3b11067302021eebf8c56b	True	True	Caenorhabditis elegans	met-2(n4256) III lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	32149177	1639608027	True	0b08aad0437d9448c81b8b31326ef4d9	888559051	888559051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/042/SRR12483342/SRR12483342.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483343	sharepoint_2026-07-13_new439	SRR12483343	SRX8976764	SAMN15866087	SRS7231996	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483343.bw	44369203	bda6bcd888bb3cd574ba17ce163ec2c1ca4ffd0e81701fb0757125cca27c278e	True	True	Caenorhabditis elegans	met-2(n4256) III lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	31822393	1622942043	True	d1f1186041eae317fb766cdba7cc20a6	886484454	886484454	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/043/SRR12483343/SRR12483343.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483344	sharepoint_2026-07-13_new439	SRR12483344	SRX8976765	SAMN15866086	SRS7231997	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483344.bw	44898930	2e140392c83e76e300b7498fe8b19aabac0846e867cf2924a6963b663873785c	True	True	Caenorhabditis elegans	met-2(n4256) III lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	37286671	1901620221	True	7de5bbc55f7ebc1ece91c7b534aae922	1047439175	1047439175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/044/SRR12483344/SRR12483344.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483345	sharepoint_2026-07-13_new439	SRR12483345	SRX8976766	SAMN15866085	SRS7232000	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483345.bw	45093966	a8aec9fa4ead577b705a6138c23a5ffe66a1eb90d3546bdaa7ba34b6cf627c73	True	True	Caenorhabditis elegans	set-25(n5021) III lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	37485107	1911740457	True	b3ee4eb9c0cb9998e2d133d23ddd3949	1044678551	1044678551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/045/SRR12483345/SRR12483345.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483346	sharepoint_2026-07-13_new439	SRR12483346	SRX8976767	SAMN15866084	SRS7231998	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483346.bw	40545576	0a3b73a39861a25776ec0da6f20c61ca772874aa1147572137133be40d05ea5c	True	True	Caenorhabditis elegans	set-25(n5021) III lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	33820585	1724849835	True	84515348bb563870e1a1f95fa28931b3	931567293	931567293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/046/SRR12483346/SRR12483346.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR12483347	sharepoint_2026-07-13_new439	SRR12483347	SRX8976768	SAMN15866083	SRS7231999	PRJNA658329	SRP278203	GSE156549	33303642	shared/sharepoint_2026-07-13/training_input_bigwig/SRR12483347.bw	45503869	265997a00e1a8a1e85af7edd642ecf81af1010f803eb5815c6fe2142235a1e34	True	True	Caenorhabditis elegans	set-25(n5021) III lin-61(tm2649) I	mutated		early embryo	Embryo		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	Two parallel pathways recruit the H3K9me3 HMT in somatic cells, requiring the Argonaut NRDE-3, or the MBT-domain protein, LIN-61 (RNA-seq)	PRJNA658329		Embryo				early embryo	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	35247543	1797624693	True	c14d152965b276a0c6a8717a0f593d6a	976282610	976282610	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/047/SRR12483347/SRR12483347.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13757744	sharepoint_2026-07-13_new439	SRR13757744	SRX10144495	SAMN18021484	SRS8297522	PRJNA703543	SRP307349	GSE167167	34737442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13757744.bw	18409943	b6fb65d68f00e78f9564bf9a87fe256ed0d68d5fde8ba78d4b8461df5f156ae1	True	True	Caenorhabditis elegans	WT	WT		L3 body wall muscle	L3		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	H3K9me blocks transcription factor activity in differentiated cells to ensure tissue integrity [RNA-seq]	PRJNA703543		L3				L3 body wall muscle	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	22429685	1143913935	True	a8c2ccc61b8abc6428f38922f387c10f	672741632	672741632	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/044/SRR13757744/SRR13757744.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13757745	sharepoint_2026-07-13_new439	SRR13757745	SRX10144496	SAMN18021510	SRS8297523	PRJNA703543	SRP307349	GSE167167	34737442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13757745.bw	17288419	a2455799cc9d19c571885c5eaeb58a5ebef800dfebc0e5ca77a3252282763e03	True	True	Caenorhabditis elegans	WT	WT		L3 body wall muscle	L3		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	H3K9me blocks transcription factor activity in differentiated cells to ensure tissue integrity [RNA-seq]	PRJNA703543		L3				L3 body wall muscle	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	21631738	1103218638	True	a72c82c450674b46092d28c9f4516568	653577678	653577678	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/045/SRR13757745/SRR13757745.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13757746	sharepoint_2026-07-13_new439	SRR13757746	SRX10144497	SAMN18021509	SRS8297524	PRJNA703543	SRP307349	GSE167167	34737442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13757746.bw	31998559	3c67b3b37af990db6480f5ead9e83ddb69ff448f891c861134d4b60e8f195287	True	True	Caenorhabditis elegans	WT	WT		L3 body wall muscle	L3		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	H3K9me blocks transcription factor activity in differentiated cells to ensure tissue integrity [RNA-seq]	PRJNA703543		L3				L3 body wall muscle	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	22699294	1157663994	True	30a39a1f4215fb6a527cb08b0a1a43e9	681532987	681532987	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/046/SRR13757746/SRR13757746.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13757747	sharepoint_2026-07-13_new439	SRR13757747	SRX10144498	SAMN18021508	SRS8297525	PRJNA703543	SRP307349	GSE167167	34737442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13757747.bw	27282138	428279cce30a6bae6447c14b1894a1779b28cc3c9be620257a950338f2b4ba0d	True	True	Caenorhabditis elegans	WT	WT		L3 body wall muscle	L3		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	H3K9me blocks transcription factor activity in differentiated cells to ensure tissue integrity [RNA-seq]	PRJNA703543		L3				L3 body wall muscle	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	19663065	1002816315	True	0284714944e322187901021398da0720	592460663	592460663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/047/SRR13757747/SRR13757747.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
rna_seq:SRR13757748	sharepoint_2026-07-13_new439	SRR13757748	SRX10144499	SAMN18021507	SRS8297526	PRJNA703543	SRP307349	GSE167167	34737442	shared/sharepoint_2026-07-13/training_input_bigwig/SRR13757748.bw	18372286	b7941ae8da9505adf4e363df0ae5663b95b24cc61a511f2ec676b698d5222a4c	True	True	Caenorhabditis elegans	mutated	mutated		L3 body wall muscle	L3		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	51	derived_from_ENA_base_count_read_count_layout	unknown		unknown	H3K9me blocks transcription factor activity in differentiated cells to ensure tissue integrity [RNA-seq]	PRJNA703543		L3				L3 body wall muscle	unknown_from_provided_metadata	WBcel235_by_chromosome_header_validation	unknown_from_provided_metadata	unknown_from_provided_metadata	unknown	C	False	21155315	1078921065	True	6ff9733a1827fc87939d3e20205c0052	637157848	637157848	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/048/SRR13757748/SRR13757748.fastq.gz	False	0		success		source_reported_pending_harmonization	False	awaiting_uniform_reprocessing_signal_unit_unknown
